backend,lr,series,n,seed,solved,generations,env_steps,train_seconds,score,steps_per_sec
numpy,0.1,numpy,16384,3,True,3,21138384,12.129880958003923,89.55615234375,1742670.358693982
numpy,0.1,numpy,16384,4,True,4,29014091,17.14745895913802,84.15087890625,1692034.4331565322
numpy,0.1,numpy,65536,0,True,9,256704948,175.06979712389875,85.619140625,1466300.5967747092
numpy,0.1,numpy,65536,1,True,4,109855484,73.23493633395992,90.2802734375,1500042.0495901858
numpy,0.1,numpy,65536,2,True,5,144357044,94.40668166591786,84.796875,1529097.7444885124
numpy,0.1,numpy,65536,3,True,3,84655834,53.427386833005585,90.10205078125,1584502.612201549
numpy,0.1,numpy,65536,4,True,4,116018677,75.19996445800643,85.474609375,1542802.2850301713
mlx,0.1,mlx,64,0,True,7,201136,0.2342041659867391,84.4951171875,858806.2434866703
mlx,0.1,mlx,64,1,True,13,290335,0.4352257940918207,91.45263671875,667090.5170173513
mlx,0.1,mlx,64,2,True,7,200248,0.2373697079019621,88.51318359375,843612.2779521049
mlx,0.1,mlx,64,3,True,4,104171,0.13463183399289846,85.7001953125,773747.1659599823
mlx,0.1,mlx,64,4,True,2,48771,0.06825991696678102,91.85498046875,714489.588725029
mlx,0.1,mlx,256,0,True,6,680100,0.20247191621456295,97.44091796875,3358984.3604743998
mlx,0.1,mlx,256,1,True,7,822441,0.24185141583438963,93.0361328125,3400604.446174404
mlx,0.1,mlx,256,2,True,3,339562,0.1035407087765634,89.40234375,3279502.3716976945
mlx,0.1,mlx,256,3,True,4,411535,0.13571874902117997,84.76025390625,3032263.434256801
mlx,0.1,mlx,256,4,True,3,286993,0.10218700102996081,83.80859375,2808507.9032298326
mlx,0.1,mlx,1024,0,True,7,3161010,0.27377312525641173,95.52783203125,11546093.127436984
mlx,0.1,mlx,1024,1,True,7,3253166,0.25056779105216265,96.060546875,12983177.072917417
mlx,0.1,mlx,1024,2,True,5,2125209,0.17438483296427876,86.71484375,12186891.278757773
mlx,0.1,mlx,1024,3,True,3,1346759,0.11436979204881936,89.5048828125,11775478.261122733
mlx,0.1,mlx,1024,4,True,1,429573,0.03836879204027355,96.77685546875,11195895.86112332
mlx,0.1,mlx,4096,0,True,6,10946428,0.37590887513943017,84.501953125,29119897.73037364
mlx,0.1,mlx,4096,1,True,8,14736082,0.4863542929524556,97.1416015625,30299068.423028294
mlx,0.1,mlx,4096,2,True,4,7307256,0.24319187609944493,91.24072265625,30047286.60019856
mlx,0.1,mlx,4096,3,True,3,5463836,0.17905599891673774,89.7138671875,30514677.157176517
mlx,0.1,mlx,4096,4,True,3,4688354,0.17756025085691363,87.2568359375,26404299.258273154
mlx,0.1,mlx,16384,0,True,6,44548706,1.302394169033505,92.66796875,34205240.670771115
mlx,0.1,mlx,16384,1,True,8,58776640,1.7208859998499975,87.2060546875,34154871.38899574
mlx,0.1,mlx,16384,2,True,4,28922494,0.8137454179814085,87.6201171875,35542435.46064524
mlx,0.1,mlx,16384,3,True,4,27736024,0.8388635830488056,85.89794921875,33063807.465803772
mlx,0.1,mlx,16384,4,True,2,13280391,0.4030290839727968,93.693359375,32951445.759424113
mlx,0.1,mlx,65536,0,True,6,177054060,5.081312166061252,89.962890625,34844161.15635784
mlx,0.1,mlx,65536,1,True,8,237844448,6.623032541014254,99.39794921875,35911713.633763365
mlx,0.1,mlx,65536,2,True,4,116236752,3.2498417500173673,90.45458984375,35766896.03405422
mlx,0.1,mlx,65536,3,True,4,110932688,3.222707292996347,86.65478515625,34422204.039777726
