backend,lr,series,n,seed,solved,generations,env_steps,train_seconds,score,steps_per_sec
metal,0.1,metal,1024,0,False,500,208082307,18.13249700178858,43.7652473449707,11475656.495598752
metal,0.1,metal,1024,1,False,500,10929309,15.483664986328222,13.789588928222656,705860.5962897266
metal,0.1,metal,1024,2,True,459,195898773,16.37552677525673,101.92949676513672,11962899.007072018
metal,0.1,metal,4096,0,False,500,831392650,18.202489380608313,43.38191223144531,45674667.49277211
metal,0.1,metal,4096,1,False,500,39086591,14.98429205501452,13.788471221923828,2608504.3495211108
metal,0.1,metal,4096,2,False,500,833493768,18.21939010825008,44.25811767578125,45747621.794572495
