backend,lr,series,n,seed,solved,generations,env_steps,train_seconds,score,steps_per_sec
metal,0.1,metal,262144,0,True,6,705778152,6.008489707950503,89.5966796875,117463486.88358511
metal,0.1,metal,262144,1,True,8,946211944,7.763049166882411,86.18115234375,121886635.47779544
metal,0.1,metal,262144,2,True,4,465786968,3.818741291994229,89.73388671875,121973952.2487411
metal,0.1,metal,262144,3,True,4,443718552,3.9321277900598943,86.7890625,112844387.48956357
metal,0.1,metal,262144,4,True,2,212287744,1.9052897499641404,92.77001953125,111420188.97860311
metal,0.1,metal,1048576,0,True,6,2832861984,24.1521839578636,92.22412109375,117292166.57765897
metal,0.1,metal,1048576,1,True,8,3790451392,30.46935141796712,86.26513671875,124402102.95270193
metal,0.1,metal,1048576,2,True,4,1861075328,14.732998418039642,89.509765625,126320201.44122386
metal,0.1,metal,1048576,3,True,4,1777080128,14.83292875008192,86.64208984375,119806422.44979337
metal,0.1,metal,1048576,4,True,2,849033152,7.372464291984215,91.8759765625,115162735.0603949
