backend,lr,series,n,seed,solved,generations,env_steps,train_seconds,score,steps_per_sec
mlx,0.1,mlx,256,0,False,500,63729644,32.354472125996836,500.693603515625,1969732.151766222
mlx,0.1,mlx,256,1,False,500,63573239,31.859922662144527,500.68695068359375,1995398.4092854296
mlx,0.1,mlx,256,2,False,500,63586779,31.785583409829997,500.6083984375,2000491.171740934
