backend,lr,series,n,seed,solved,generations,env_steps,train_seconds,score,steps_per_sec
metal,0.1,metal,1024,0,False,500,254957027,17.82353108411189,0.7761265635490417,14304518.324501464
metal,0.1,metal,1024,1,False,500,254367125,17.790501625742763,0.7777564525604248,14297917.526503699
metal,0.1,metal,1024,2,False,500,254647989,17.790059373015538,0.7490478754043579,14314060.659418441
metal,0.1,metal,4096,0,False,500,1020690891,18.176581241190434,0.7761265635490417,56154173.18890448
metal,0.1,metal,4096,1,False,500,1018277336,18.16984860552475,0.7777564525604248,56042147.521822564
metal,0.1,metal,4096,2,False,500,1018802923,18.15895855682902,0.7490478754043579,56104700.04717643
